Time,Driver,LapTime,LapNumber,Stint,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound,TyreLife,FreshTyre,Team,LapStartTime,Position,yellow_flag,weather_time,AirTemp,Humidity,Pressure,TrackTemp,WindSpeed,windSin,windCos
6024.764,LEC,84.624,3,2,199,167,250,269,HARD,2,TRUE,Ferrari,5940.139999999999,1,FALSE,5934.534,21.6,66,1018.7,48.6,1.4,-0.06975647374412476,0.9975640502598243
6107.389,LEC,82.625,4,2,192,173,252,269,HARD,3,TRUE,Ferrari,6024.764,1,FALSE,5994.54,21.6,65,1018.8,49.2,0.6,0,1
6189.184,LEC,81.795,5,2,196,175,253,271,HARD,4,TRUE,Ferrari,6107.389,1,FALSE,6054.54,21.7,63,1018.9,49.2,0.6,0,1
6270.329,LEC,81.145,6,2,190,179,252,271,HARD,5,TRUE,Ferrari,6189.184,1,FALSE,6174.539000000001,21.6,64,1018.9,48.2,2,-0.12186934340514811,0.992546151641322
6351.309,LEC,80.98,7,2,193,175,253,271,HARD,6,TRUE,Ferrari,6270.329,1,FALSE,6234.5380000000005,21.6,63,1018.8,48.2,1,0,1
6432.339,LEC,81.03,8,2,190,178,252,270,HARD,7,TRUE,Ferrari,6351.309,1,FALSE,6294.534,21.8,64,1018.9,48.7,0.4,0.10452846326765346,0.9945218953682733
6512.4529999999995,LEC,80.114,9,2,197,177,252,271,HARD,8,TRUE,Ferrari,6432.339,1,FALSE,6414.5380000000005,21.9,63,1018.9,47.9,0.9,-0.9563047559630353,-0.2923717047227371
6593.228,LEC,80.775,10,2,196,175,252,271,HARD,9,TRUE,Ferrari,6512.4529999999995,1,FALSE,6474.523,22,64,1018.8,47.9,1.1,-0.3420201433256686,0.9396926207859084
6674.273999999999,LEC,81.04599999999999,11,2,192,178,253,271,HARD,10,TRUE,Ferrari,6593.228,1,FALSE,6534.541,22.1,65,1018.8,47.4,0.7,-0.945518575599317,0.3255681544571563
6754.526,LEC,80.252,12,2,196,176,252,271,HARD,11,TRUE,Ferrari,6674.273999999999,1,FALSE,6654.531,22.2,61,1018.9,47.9,1.3,0.15643446504023087,0.9876883405951378
6833.543,LEC,79.017,13,2,200,180,253,272,HARD,12,TRUE,Ferrari,6754.526,1,FALSE,6714.544,22.3,63,1018.8,47.3,0.6,0.03489949670250097,0.9993908270190958
6913.456,LEC,79.913,14,2,198,182,253,270,HARD,13,TRUE,Ferrari,6833.543,1,FALSE,6774.535,22.1,64,1018.8,47.2,1.2,-0.46947156278589086,-0.8829475928589269
6993.294,LEC,79.838,15,2,202,180,252,272,HARD,14,TRUE,Ferrari,6913.456,1,FALSE,6894.541,22,63,1018.7,47.1,0.5,0.374606593415912,0.9271838545667874
7073.45,LEC,80.156,16,2,195,177,253,272,HARD,15,TRUE,Ferrari,6993.294,1,FALSE,6954.537,22,62,1018.8,47.1,1.1,-0.15643446504023112,0.9876883405951377
7153.728999999999,LEC,80.279,17,2,202,175,253,273,HARD,16,TRUE,Ferrari,7073.45,1,FALSE,7014.541,22,64,1018.7,46,0.5,0.4383711467890773,-0.898794046299167
7233.309,LEC,79.58,18,2,199,181,254,273,HARD,17,TRUE,Ferrari,7153.728999999999,1,FALSE,7134.543,21.6,64,1018.7,46.7,1.1,0.6156614753256582,0.788010753606722
7312.151,LEC,78.842,19,2,202,179,253,273,HARD,18,TRUE,Ferrari,7233.309,1,FALSE,7194.5509999999995,21.7,63,1018.7,47.2,0.8,0.981627183447664,-0.1908089953765448
7390.875,LEC,78.724,20,2,197,180,254,272,HARD,19,TRUE,Ferrari,7312.151,1,FALSE,7254.548,21.8,61,1018.6,46.7,0.7,-0.6560590289905074,-0.7547095802227719
7469.347,LEC,78.47200000000001,21,2,199,184,254,272,HARD,20,TRUE,Ferrari,7390.875,1,FALSE,7374.542,21.9,62,1018.8,45.8,0.9,-0.3907311284892747,0.9205048534524399
7547.967,LEC,78.62,22,2,201,184,255,272,HARD,21,TRUE,Ferrari,7469.347,1,FALSE,7434.543,21.9,64,1018.7,45.8,1.3,0,1
7626.425,LEC,78.458,23,2,202,184,254,273,HARD,22,TRUE,Ferrari,7547.967,1,FALSE,7494.544,21.8,65,1018.8,45.9,1.6,-0.9986295347545738,0.052335956242943946
7705.15,LEC,78.725,24,2,202,182,254,273,HARD,23,TRUE,Ferrari,7626.425,1,FALSE,7614.543,21.7,63,1018.7,46.1,1.1,-0.06975647374412476,0.9975640502598243
7784.123,LEC,78.973,25,2,203,181,254,273,HARD,24,TRUE,Ferrari,7705.15,1,FALSE,7674.545,21.8,64,1018.7,46.3,1.4,-0.9993908270190958,0.03489949670250128
7862.568,LEC,78.445,26,2,204,185,254,273,HARD,25,TRUE,Ferrari,7784.123,1,FALSE,7734.553,21.7,63,1018.7,45.7,0.9,-0.052335956242943564,-0.9986295347545738
7940.919,LEC,78.351,27,2,201,182,255,275,HARD,26,TRUE,Ferrari,7862.568,1,FALSE,7854.559,21.8,64,1018.5,46,0.7,0.3907311284892737,0.9205048534524404
8019.629,LEC,78.71000000000001,28,2,194,185,255,274,HARD,27,TRUE,Ferrari,7940.919,1,FALSE,7914.558,21.9,63,1018.6,46,0.6,-0.898794046299167,0.4383711467890774
8098.682,LEC,79.053,29,2,200,176,255,275,HARD,28,TRUE,Ferrari,8019.629,1,FALSE,7974.548,21.9,62,1018.6,46,1,-0.5446390350150271,-0.838670567945424
8178.617,LEC,79.935,30,2,194,180,255,275,HARD,29,TRUE,Ferrari,8098.682,1,FALSE,8094.551,22,62,1018.5,45.9,0.9,-0.6427876096865393,-0.766044443118978
8257.01,LEC,78.393,31,2,197,185,256,276,HARD,30,TRUE,Ferrari,8178.617,1,FALSE,8154.549,22,61,1018.6,46.4,0.6,-0.9961946980917455,-0.08715574274765825
8336.135,LEC,79.125,32,2,196,178,255,275,HARD,31,TRUE,Ferrari,8257.01,1,FALSE,8214.551,22.1,61,1018.6,45.5,0.4,-0.601815023152048,-0.798635510047293
8414.629,LEC,78.494,33,2,202,185,256,277,HARD,32,TRUE,Ferrari,8336.135,1,FALSE,8334.573,21.9,62,1018.5,45.6,1,-0.9063077870366497,-0.42261826174069994
8493.948,LEC,79.319,34,2,199,181,255,276,HARD,33,TRUE,Ferrari,8414.629,1,FALSE,8394.575,21.9,62,1018.6,45.9,0.9,-0.9998476951563913,-0.017452406437283498
8572.478,LEC,78.53,35,2,202,180,256,278,HARD,34,TRUE,Ferrari,8493.948,1,FALSE,8454.594000000001,22,61,1018.5,45.9,1,-0.9993908270190957,-0.03489949670250165
8651.167,LEC,78.689,36,2,201,184,257,278,HARD,35,TRUE,Ferrari,8572.478,1,FALSE,8514.61,22,62,1018.6,45.1,0.9,0,1
8730.092,LEC,78.925,37,2,202,180,257,278,HARD,36,TRUE,Ferrari,8651.167,1,FALSE,8634.612000000001,21.8,64,1018.5,44.4,1.2,-0.8090169943749473,-0.5877852522924732
8808.619999999999,LEC,78.52799999999999,38,2,198,184,257,279,HARD,37,TRUE,Ferrari,8730.092,1,FALSE,8694.613,21.7,63,1018.5,44.4,1.5,-0.8191520442889918,0.573576436351046
8886.801,LEC,78.181,39,2,202,183,259,280,HARD,38,TRUE,Ferrari,8808.619999999999,1,FALSE,8754.617,21.8,63,1018.5,44.5,1,-0.9998476951563913,0.01745240643728313
8965.534,LEC,78.733,40,2,199,183,258,281,HARD,39,TRUE,Ferrari,8886.801,1,FALSE,8874.648,21.8,62,1018.6,44.7,0.5,0,1
9044.228,LEC,78.694,41,2,195,185,265,280,HARD,40,TRUE,Ferrari,8965.534,1,FALSE,8934.646,21.9,61,1018.6,44.4,0.8,-0.9998476951563913,-0.017452406437283498
9123.505000000001,LEC,79.277,42,2,200,184,254,278,HARD,41,TRUE,Ferrari,9044.228,1,FALSE,8994.675,22,60,1018.5,44.4,0.8,0.9335804264972017,-0.35836794954530027
9201.369999999999,LEC,77.865,43,2,203,183,255,275,HARD,42,TRUE,Ferrari,9123.505000000001,1,FALSE,9114.677,21.9,61,1018.5,44.7,0.5,0,1
9279.646,LEC,78.276,44,2,199,185,255,275,HARD,43,TRUE,Ferrari,9201.369999999999,1,FALSE,9174.683,21.9,59,1018.5,44.8,0.9,0,1
9358.187,LEC,78.541,45,2,200,182,255,275,HARD,44,TRUE,Ferrari,9279.646,1,FALSE,9234.684,21.9,59,1018.6,44.8,1,-0.7313537016191701,-0.6819983600624989
9436.754,LEC,78.56700000000001,46,2,196,185,256,276,HARD,45,TRUE,Ferrari,9358.187,1,FALSE,9354.692,22,58,1018.5,44.2,0.8,-0.43837114678907707,-0.8987940462991671
9515.939,LEC,79.185,47,2,195,183,256,276,HARD,46,TRUE,Ferrari,9436.754,1,FALSE,9414.696,21.9,57,1018.3,44.5,1.8,-0.39073112848927355,-0.9205048534524404
9593.880000000001,LEC,77.941,48,2,197,188,256,276,HARD,47,TRUE,Ferrari,9515.939,1,FALSE,9474.7,22,58,1018.4,44.5,1.8,-0.9945218953682734,0.10452846326765299
9672.386,LEC,78.506,49,2,196,184,256,276,HARD,48,TRUE,Ferrari,9593.880000000001,1,FALSE,9534.736,22,57,1018.5,43.8,0.7,-0.4226182617406993,-0.90630778703665
9750.571,LEC,78.185,50,2,202,183,257,276,HARD,49,TRUE,Ferrari,9672.386,1,FALSE,9654.715,22,57,1018.4,43.7,1.7,0,1
9828.361,LEC,77.78999999999999,51,2,196,186,265,279,HARD,50,TRUE,Ferrari,9750.571,1,FALSE,9714.711,21.9,58,1018.5,43.7,1,-0.10452846326765342,0.9945218953682733
9906.672,LEC,78.311,52,2,198,188,256,276,HARD,51,TRUE,Ferrari,9828.361,1,FALSE,9774.715,21.9,58,1018.5,43.7,1.1,0.9998476951563913,0.017452406437283376
9984.42,LEC,77.748,53,2,198,185,258,278,HARD,52,TRUE,Ferrari,9906.672,1,TRUE,9894.744,21.8,57,1018.5,43.2,1,0.788010753606722,0.6156614753256583
10061.777,LEC,77.357,54,2,202,188,258,278,HARD,53,TRUE,Ferrari,9984.42,1,FALSE,9954.756,21.9,58,1018.5,43.2,0.8,-0.6293203910498378,0.7771459614569706
10139.221,LEC,77.444,55,2,194,188,256,278,HARD,54,TRUE,Ferrari,10061.777,1,FALSE,10014.744999999999,21.9,59,1018.6,43,1.1,-0.743144825477394,-0.6691306063588585
10216.487000000001,LEC,77.26599999999999,56,2,194,188,256,275,HARD,55,TRUE,Ferrari,10139.221,1,FALSE,10134.75,21.7,59,1018.4,42.5,1.1,0,1
10294.127,LEC,77.64,57,2,206,189,256,274,HARD,56,TRUE,Ferrari,10216.487000000001,1,FALSE,10194.749,21.7,60,1018.4,42.4,0.9,0.8571673007021122,0.5150380749100543
10371.155,LEC,77.02799999999999,58,2,199,191,256,275,HARD,57,TRUE,Ferrari,10294.127,1,FALSE,10254.764,21.6,60,1018.4,42.2,0.8,0.6427876096865395,-0.7660444431189779
10448.189,LEC,77.03399999999999,59,2,202,192,257,275,HARD,58,TRUE,Ferrari,10371.155,1,FALSE,10314.774,21.7,59,1018.5,42.4,0.6,0,1
10524.603,LEC,76.414,60,2,200,190,258,278,HARD,59,TRUE,Ferrari,10448.189,1,FALSE,10434.807,21.6,61,1018.4,41.9,1.1,0.15643446504023087,0.9876883405951378
10601.466,LEC,76.863,61,2,197,189,258,278,HARD,60,TRUE,Ferrari,10524.603,1,FALSE,10494.803,21.5,61,1018.5,42.3,0.5,-0.9702957262759966,0.24192189559966745
10678.92,LEC,77.45400000000001,62,2,199,184,258,277,HARD,61,TRUE,Ferrari,10601.466,1,FALSE,10554.797999999999,21.6,60,1018.4,42.3,0.6,-0.6691306063588582,-0.7431448254773942
10755.891,LEC,76.971,63,2,201,190,257,278,HARD,62,TRUE,Ferrari,10678.92,1,FALSE,10674.815,21.8,59,1018.4,42,1.2,-0.9945218953682734,-0.10452846326765336
10832.451,LEC,76.56,64,2,198,189,257,278,HARD,63,TRUE,Ferrari,10755.891,1,FALSE,10734.835,22,60,1018.5,42,0.8,-0.9702957262759966,0.24192189559966745
10909.058,LEC,76.607,65,2,202,187,258,278,HARD,64,TRUE,Ferrari,10832.451,1,FALSE,10794.845,21.9,60,1018.3,41.2,0.8,0.7313537016191705,0.6819983600624985
10985.547,LEC,76.489,66,2,201,192,259,279,HARD,65,TRUE,Ferrari,10909.058,1,FALSE,10854.842,21.9,60,1018.4,42,0.9,-0.5735764363510458,-0.819152044288992
11061.488,LEC,75.941,67,2,206,190,259,278,HARD,66,TRUE,Ferrari,10985.547,1,FALSE,10974.84,22,59,1018.3,41.7,1.7,-0.5735764363510465,0.8191520442889916
11137.57,LEC,76.082,68,2,202,190,259,282,HARD,67,TRUE,Ferrari,11061.488,1,FALSE,11034.83,22,60,1018.3,41.6,1,0.848048096156426,0.5299192642332049
11213.943,LEC,76.373,69,2,207,189,258,279,HARD,68,TRUE,Ferrari,11137.57,1,FALSE,11094.832,21.8,60,1018.4,40.9,0.7,0.24192189559966773,0.9702957262759965
11289.71,LEC,75.767,70,2,202,192,259,279,HARD,69,TRUE,Ferrari,11213.943,1,FALSE,11154.842,21.7,61,1018.4,41.1,0.8,-0.7547095802227717,-0.6560590289905076
11364.872,LEC,75.162,71,2,208,195,259,279,HARD,70,TRUE,Ferrari,11289.71,1,FALSE,11274.84,21.8,60,1018.4,41.6,1,-0.48480962024633695,-0.8746197071393959
11440.419,LEC,75.547,72,2,207,192,259,280,HARD,71,TRUE,Ferrari,11364.872,1,FALSE,11334.838,21.7,60,1018.4,41.1,0.4,0,1
11516.638,LEC,76.219,73,2,202,189,261,281,HARD,72,TRUE,Ferrari,11440.419,1,FALSE,11394.843,21.6,61,1018.4,41,0.7,0.848048096156426,0.5299192642332049
11592.743,LEC,76.105,74,2,200,191,262,282,HARD,73,TRUE,Ferrari,11516.638,1,FALSE,11514.852,21.6,61,1018.4,40.5,0.5,-0.48480962024633695,-0.8746197071393959
11669.13,LEC,76.387,75,2,203,188,262,282,HARD,74,TRUE,Ferrari,11592.743,1,FALSE,11574.846,21.7,61,1018.4,40.8,1.1,-0.9205048534524405,0.3907311284892735
11745.938,LEC,76.80799999999999,76,2,202,187,259,281,HARD,75,TRUE,Ferrari,11669.13,1,FALSE,11634.853,21.7,61,1018.4,40.8,0.7,-0.5591929034707467,-0.8290375725550418
11822.871,LEC,76.93299999999999,77,2,200,188,259,277,HARD,76,TRUE,Ferrari,11745.938,1,FALSE,11694.871,21.7,61,1018.4,40.6,0.6,-0.12186934340514811,0.992546151641322
11901.507,LEC,78.636,78,2,196,184,209,277,HARD,77,TRUE,Ferrari,11822.871,1,FALSE,11814.899,21.8,61,1018.4,40.9,1.2,-0.6293203910498376,-0.7771459614569708
6025.777,PIA,84.953,3,2,179,171,252,271,HARD,3,FALSE,McLaren,5940.8240000000005,2,FALSE,5934.534,21.6,66,1018.7,48.6,1.4,-0.06975647374412476,0.9975640502598243
6108.091,PIA,82.314,4,2,170,171,261,275,HARD,4,FALSE,McLaren,6025.777,2,FALSE,5994.54,21.6,65,1018.8,49.2,0.6,0,1
6190.110000000001,PIA,82.019,5,2,184,175,260,275,HARD,5,FALSE,McLaren,6108.091,2,FALSE,6054.54,21.7,63,1018.9,49.2,0.6,0,1
6271.464,PIA,81.354,6,2,181,179,262,275,HARD,6,FALSE,McLaren,6190.110000000001,2,FALSE,6174.539000000001,21.6,64,1018.9,48.2,2,-0.12186934340514811,0.992546151641322
6352.272,PIA,80.80799999999999,7,2,185,176,262,276,HARD,7,FALSE,McLaren,6271.464,2,FALSE,6234.5380000000005,21.6,63,1018.8,48.2,1,0,1
6433.33,PIA,81.05799999999999,8,2,181,181,262,274,HARD,8,FALSE,McLaren,6352.272,2,FALSE,6294.534,21.8,64,1018.9,48.7,0.4,0.10452846326765346,0.9945218953682733
6513.236,PIA,79.906,9,2,189,181,262,273,HARD,9,FALSE,McLaren,6433.33,2,FALSE,6414.5380000000005,21.9,63,1018.9,47.9,0.9,-0.9563047559630353,-0.2923717047227371
6594.126,PIA,80.89,10,2,179,176,255,275,HARD,10,FALSE,McLaren,6513.236,2,FALSE,6474.523,22,64,1018.8,47.9,1.1,-0.3420201433256686,0.9396926207859084
6675.023999999999,PIA,80.898,11,2,168,181,261,276,HARD,11,FALSE,McLaren,6594.126,2,FALSE,6534.541,22.1,65,1018.8,47.4,0.7,-0.945518575599317,0.3255681544571563
6755.159,PIA,80.135,12,2,188,180,262,277,HARD,12,FALSE,McLaren,6675.023999999999,2,FALSE,6654.531,22.2,61,1018.9,47.9,1.3,0.15643446504023087,0.9876883405951378
6833.904,PIA,78.745,13,2,189,182,263,276,HARD,13,FALSE,McLaren,6755.159,2,FALSE,6714.544,22.3,63,1018.8,47.3,0.6,0.03489949670250097,0.9993908270190958
6913.918,PIA,80.014,14,2,175,185,264,276,HARD,14,FALSE,McLaren,6833.904,2,FALSE,6774.535,22.1,64,1018.8,47.2,1.2,-0.46947156278589086,-0.8829475928589269
6994.182,PIA,80.264,15,2,186,178,255,274,HARD,15,FALSE,McLaren,6913.918,2,FALSE,6894.541,22,63,1018.7,47.1,0.5,0.374606593415912,0.9271838545667874
7074.011,PIA,79.82900000000001,16,2,190,184,262,278,HARD,16,FALSE,McLaren,6994.182,2,FALSE,6954.537,22,62,1018.8,47.1,1.1,-0.15643446504023112,0.9876883405951377
7154.039000000001,PIA,80.02799999999999,17,2,186,179,263,274,HARD,17,FALSE,McLaren,7074.011,2,FALSE,7014.541,22,64,1018.7,46,0.5,0.4383711467890773,-0.898794046299167
7233.871,PIA,79.832,18,2,189,188,262,277,HARD,18,FALSE,McLaren,7154.039000000001,2,FALSE,7134.543,21.6,64,1018.7,46.7,1.1,0.6156614753256582,0.788010753606722
7313.05,PIA,79.179,19,2,195,188,261,277,HARD,19,FALSE,McLaren,7233.871,2,FALSE,7194.5509999999995,21.7,63,1018.7,47.2,0.8,0.981627183447664,-0.1908089953765448
7392.105,PIA,79.055,20,2,190,186,256,276,HARD,20,FALSE,McLaren,7313.05,2,FALSE,7254.548,21.8,61,1018.6,46.7,0.7,-0.6560590289905074,-0.7547095802227719
7470.706,PIA,78.601,21,2,195,185,255,276,HARD,21,FALSE,McLaren,7392.105,2,FALSE,7374.542,21.9,62,1018.8,45.8,0.9,-0.3907311284892747,0.9205048534524399
7549.291,PIA,78.58500000000001,22,2,194,186,257,276,HARD,22,FALSE,McLaren,7470.706,2,FALSE,7434.543,21.9,64,1018.7,45.8,1.3,0,1
7627.949,PIA,78.658,23,2,193,185,256,276,HARD,23,FALSE,McLaren,7549.291,2,FALSE,7494.544,21.8,65,1018.8,45.9,1.6,-0.9986295347545738,0.052335956242943946
7706.585,PIA,78.636,24,2,192,183,256,276,HARD,24,FALSE,McLaren,7627.949,2,FALSE,7614.543,21.7,63,1018.7,46.1,1.1,-0.06975647374412476,0.9975640502598243
7785.369,PIA,78.78399999999999,25,2,194,182,256,277,HARD,25,FALSE,McLaren,7706.585,2,FALSE,7674.545,21.8,64,1018.7,46.3,1.4,-0.9993908270190958,0.03489949670250128
7863.809,PIA,78.44,26,2,194,189,258,277,HARD,26,FALSE,McLaren,7785.369,2,FALSE,7734.553,21.7,63,1018.7,45.7,0.9,-0.052335956242943564,-0.9986295347545738
7942.332,PIA,78.523,27,2,194,187,257,277,HARD,27,FALSE,McLaren,7863.809,2,FALSE,7854.559,21.8,64,1018.5,46,0.7,0.3907311284892737,0.9205048534524404
8021.123,PIA,78.791,28,2,192,184,256,278,HARD,28,FALSE,McLaren,7942.332,2,FALSE,7914.558,21.9,63,1018.6,46,0.6,-0.898794046299167,0.4383711467890774
8100.133,PIA,79.01,29,2,194,186,255,277,HARD,29,FALSE,McLaren,8021.123,2,FALSE,7974.548,21.9,62,1018.6,46,1,-0.5446390350150271,-0.838670567945424
8179.529,PIA,79.396,30,2,188,186,257,278,HARD,30,FALSE,McLaren,8100.133,2,FALSE,8094.551,22,62,1018.5,45.9,0.9,-0.6427876096865393,-0.766044443118978
8257.978,PIA,78.449,31,2,192,189,264,279,HARD,31,FALSE,McLaren,8179.529,2,FALSE,8154.549,22,61,1018.6,46.4,0.6,-0.9961946980917455,-0.08715574274765825
8336.947,PIA,78.969,32,2,192,184,264,279,HARD,32,FALSE,McLaren,8257.978,2,FALSE,8214.551,22.1,61,1018.6,45.5,0.4,-0.601815023152048,-0.798635510047293
8416.007,PIA,79.06,33,2,192,186,257,279,HARD,33,FALSE,McLaren,8336.947,2,FALSE,8334.573,21.9,62,1018.5,45.6,1,-0.9063077870366497,-0.42261826174069994
8494.985,PIA,78.97800000000001,34,2,194,186,257,279,HARD,34,FALSE,McLaren,8416.007,2,FALSE,8394.575,21.9,62,1018.6,45.9,0.9,-0.9998476951563913,-0.017452406437283498
8573.59,PIA,78.605,35,2,193,187,258,280,HARD,35,FALSE,McLaren,8494.985,2,FALSE,8454.594000000001,22,61,1018.5,45.9,1,-0.9993908270190957,-0.03489949670250165
8652.472,PIA,78.882,36,2,192,186,258,280,HARD,36,FALSE,McLaren,8573.59,2,FALSE,8514.61,22,62,1018.6,45.1,0.9,0,1
8731.084,PIA,78.612,37,2,191,187,258,282,HARD,37,FALSE,McLaren,8652.472,2,FALSE,8634.612000000001,21.8,64,1018.5,44.4,1.2,-0.8090169943749473,-0.5877852522924732
8809.815,PIA,78.731,38,2,194,187,258,282,HARD,38,FALSE,McLaren,8731.084,2,FALSE,8694.613,21.7,63,1018.5,44.4,1.5,-0.8191520442889918,0.573576436351046
8888.177,PIA,78.362,39,2,198,188,260,283,HARD,39,FALSE,McLaren,8809.815,2,FALSE,8754.617,21.8,63,1018.5,44.5,1,-0.9998476951563913,0.01745240643728313
8967.128,PIA,78.951,40,2,192,186,260,283,HARD,40,FALSE,McLaren,8888.177,2,FALSE,8874.648,21.8,62,1018.6,44.7,0.5,0,1
9045.974,PIA,78.846,41,2,192,187,267,281,HARD,41,FALSE,McLaren,8967.128,2,FALSE,8934.646,21.9,61,1018.6,44.4,0.8,-0.9998476951563913,-0.017452406437283498
9125.769,PIA,79.795,42,2,183,183,263,281,HARD,42,FALSE,McLaren,9045.974,2,FALSE,8994.675,22,60,1018.5,44.4,0.8,0.9335804264972017,-0.35836794954530027
9203.967,PIA,78.19800000000001,43,2,196,191,259,278,HARD,43,FALSE,McLaren,9125.769,2,FALSE,9114.677,21.9,61,1018.5,44.7,0.5,0,1
9282.244,PIA,78.277,44,2,197,191,257,277,HARD,44,FALSE,McLaren,9203.967,2,FALSE,9174.683,21.9,59,1018.5,44.8,0.9,0,1
9360.326000000001,PIA,78.082,45,2,199,188,258,277,HARD,45,FALSE,McLaren,9282.244,2,FALSE,9234.684,21.9,59,1018.6,44.8,1,-0.7313537016191701,-0.6819983600624989
9438.949,PIA,78.623,46,2,197,188,257,278,HARD,46,FALSE,McLaren,9360.326000000001,2,FALSE,9354.692,22,58,1018.5,44.2,0.8,-0.43837114678907707,-0.8987940462991671
9517.348,PIA,78.399,47,2,195,190,257,279,HARD,47,FALSE,McLaren,9438.949,2,FALSE,9414.696,21.9,57,1018.3,44.5,1.8,-0.39073112848927355,-0.9205048534524404
9595.743,PIA,78.395,48,2,193,189,258,278,HARD,48,FALSE,McLaren,9517.348,2,FALSE,9474.7,22,58,1018.4,44.5,1.8,-0.9945218953682734,0.10452846326765299
9673.879,PIA,78.136,49,2,196,189,258,279,HARD,49,FALSE,McLaren,9595.743,2,FALSE,9594.713,22,58,1018.4,43.8,1.1,-0.6156614753256578,-0.7880107536067222
9752.229,PIA,78.35,50,2,198,189,259,279,HARD,50,FALSE,McLaren,9673.879,2,FALSE,9654.715,22,57,1018.4,43.7,1.7,0,1
9830.137999999999,PIA,77.90899999999999,51,2,198,190,262,279,HARD,51,FALSE,McLaren,9752.229,2,FALSE,9714.711,21.9,58,1018.5,43.7,1,-0.10452846326765342,0.9945218953682733
9908.351999999999,PIA,78.214,52,2,188,189,259,279,HARD,52,FALSE,McLaren,9830.137999999999,2,FALSE,9774.715,21.9,58,1018.5,43.7,1.1,0.9998476951563913,0.017452406437283376
9985.961,PIA,77.60900000000001,53,2,198,191,260,278,HARD,53,FALSE,McLaren,9908.351999999999,2,TRUE,9894.744,21.8,57,1018.5,43.2,1,0.788010753606722,0.6156614753256583
10063.323,PIA,77.362,54,2,200,193,261,279,HARD,54,FALSE,McLaren,9985.961,2,FALSE,9954.756,21.9,58,1018.5,43.2,0.8,-0.6293203910498378,0.7771459614569706
10140.768,PIA,77.445,55,2,201,191,259,279,HARD,55,FALSE,McLaren,10063.323,2,FALSE,10014.744999999999,21.9,59,1018.6,43,1.1,-0.743144825477394,-0.6691306063588585
10218.224,PIA,77.456,56,2,203,192,259,278,HARD,56,FALSE,McLaren,10140.768,2,FALSE,10134.75,21.7,59,1018.4,42.5,1.1,0,1
10295.524,PIA,77.3,57,2,198,193,259,277,HARD,57,FALSE,McLaren,10218.224,2,FALSE,10194.749,21.7,60,1018.4,42.4,0.9,0.8571673007021122,0.5150380749100543
10372.868,PIA,77.344,58,2,204,193,259,278,HARD,58,FALSE,McLaren,10295.524,2,FALSE,10254.764,21.6,60,1018.4,42.2,0.8,0.6427876096865395,-0.7660444431189779
10449.91,PIA,77.042,59,2,204,194,259,278,HARD,59,FALSE,McLaren,10372.868,2,FALSE,10314.774,21.7,59,1018.5,42.4,0.6,0,1
10526.527,PIA,76.617,60,2,206,193,260,279,HARD,60,FALSE,McLaren,10449.91,2,FALSE,10434.807,21.6,61,1018.4,41.9,1.1,0.15643446504023087,0.9876883405951378
10603.297999999999,PIA,76.771,61,2,202,193,260,280,HARD,61,FALSE,McLaren,10526.527,2,FALSE,10494.803,21.5,61,1018.5,42.3,0.5,-0.9702957262759966,0.24192189559966745
10680.393,PIA,77.095,62,2,201,192,260,280,HARD,62,FALSE,McLaren,10603.297999999999,2,FALSE,10554.797999999999,21.6,60,1018.4,42.3,0.6,-0.6691306063588582,-0.7431448254773942
10757.314,PIA,76.92099999999999,63,2,203,194,259,280,HARD,63,FALSE,McLaren,10680.393,2,FALSE,10674.815,21.8,59,1018.4,42,1.2,-0.9945218953682734,-0.10452846326765336
10834.223,PIA,76.90899999999999,64,2,206,192,259,280,HARD,64,FALSE,McLaren,10757.314,2,FALSE,10734.835,22,60,1018.5,42,0.8,-0.9702957262759966,0.24192189559966745
10910.614,PIA,76.39099999999999,65,2,208,195,260,280,HARD,65,FALSE,McLaren,10834.223,2,FALSE,10794.845,21.9,60,1018.3,41.2,0.8,0.7313537016191705,0.6819983600624985
10987.254,PIA,76.64,66,2,206,194,261,281,HARD,66,FALSE,McLaren,10910.614,2,FALSE,10854.842,21.9,60,1018.4,42,0.9,-0.5735764363510458,-0.819152044288992
11063.85,PIA,76.596,67,2,207,195,260,280,HARD,67,FALSE,McLaren,10987.254,2,FALSE,10974.84,22,59,1018.3,41.7,1.7,-0.5735764363510465,0.8191520442889916
11140.451000000001,PIA,76.601,68,2,204,193,261,280,HARD,68,FALSE,McLaren,11063.85,2,FALSE,11034.83,22,60,1018.3,41.6,1,0.848048096156426,0.5299192642332049
11217.822,PIA,77.371,69,2,203,192,267,281,HARD,69,FALSE,McLaren,11140.451000000001,2,FALSE,11094.832,21.8,60,1018.4,40.9,0.7,0.24192189559966773,0.9702957262759965
11295.092,PIA,77.27,70,2,206,193,260,278,HARD,70,FALSE,McLaren,11217.822,2,FALSE,11214.847,21.8,60,1018.5,41.6,0.8,-0.6946583704589974,-0.7193398003386511
11372.276,PIA,77.184,71,2,202,195,260,278,HARD,71,FALSE,McLaren,11295.092,2,FALSE,11274.84,21.8,60,1018.4,41.6,1,-0.48480962024633695,-0.8746197071393959
11448.928,PIA,76.652,72,2,205,195,260,278,HARD,72,FALSE,McLaren,11372.276,2,FALSE,11334.838,21.7,60,1018.4,41.1,0.4,0,1
