driver,driver_number,team,lap_number,lap_time,sector1_time,sector2_time,sector3_time,speed_i1,speed_i2,speed_fl,speed_st,compound,tyre_life,fresh_tyre,position,pit_in_time,pit_out_time,track_status,is_personal_best,deleted,deleted_reason,lap_start_time,lap_end_time,air_temp,track_temp,humidity,pressure,wind_speed,wind_direction,rainfall,gp,year,session
GAS,10,Alpine,31.0,81.427,21.441,38.049,21.937,186.0,171.0,256.0,269.0,MEDIUM,30.0,True,10.0,,,1,False,False,,8223.25,8304.677,22.1,45.5,61.0,1018.6,0.4,217,False,Monaco,2024,Race
GAS,10,Alpine,32.0,81.121,21.371,38.018,21.732,190.0,176.0,257.0,276.0,MEDIUM,31.0,True,10.0,,,1,False,False,,8304.677,8385.798,21.9,45.6,62.0,1018.5,1.0,245,False,Monaco,2024,Race
GAS,10,Alpine,33.0,80.965,21.201,37.839,21.925,191.0,174.0,256.0,275.0,MEDIUM,32.0,True,10.0,,,1,False,False,,8385.798,8466.763,21.9,45.9,62.0,1018.6,0.9,269,False,Monaco,2024,Race
GAS,10,Alpine,34.0,80.751,21.309,37.92,21.522,189.0,177.0,257.0,275.0,MEDIUM,33.0,True,10.0,,,1,False,False,,8466.763,8547.514,22.0,45.9,61.0,1018.5,1.0,268,False,Monaco,2024,Race
GAS,10,Alpine,35.0,79.361,20.907,37.118,21.336,190.0,180.0,257.0,275.0,MEDIUM,34.0,True,10.0,,,1,True,False,,8547.514,8626.875,21.9,44.5,65.0,1018.6,0.6,358,False,Monaco,2024,Race
GAS,10,Alpine,36.0,79.576,21.082,37.1,21.394,195.0,179.0,256.0,275.0,MEDIUM,35.0,True,10.0,,,1,False,False,,8626.875,8706.451,21.8,44.4,64.0,1018.5,1.2,234,False,Monaco,2024,Race
GAS,10,Alpine,37.0,79.975,20.888,37.374,21.713,198.0,178.0,257.0,275.0,MEDIUM,36.0,True,10.0,,,1,False,False,,8706.451,8786.426,21.7,44.4,63.0,1018.5,1.5,305,False,Monaco,2024,Race
GAS,10,Alpine,38.0,79.428,21.02,36.956,21.452,199.0,181.0,256.0,275.0,MEDIUM,37.0,True,10.0,,,1,False,False,,8786.426,8865.854,21.8,44.8,62.0,1018.6,0.7,169,False,Monaco,2024,Race
GAS,10,Alpine,39.0,80.32,21.342,37.369,21.609,185.0,174.0,258.0,276.0,MEDIUM,38.0,True,10.0,,,1,False,False,,8865.854,8946.174,21.8,44.7,62.0,1018.6,0.5,0,False,Monaco,2024,Race
GAS,10,Alpine,40.0,80.384,21.321,37.464,21.599,197.0,175.0,257.0,275.0,MEDIUM,39.0,True,10.0,,,1,False,False,,8946.174,9026.558,21.9,44.4,61.0,1018.6,0.8,269,False,Monaco,2024,Race
GAS,10,Alpine,41.0,80.2,21.198,37.359,21.643,197.0,181.0,257.0,275.0,MEDIUM,40.0,True,10.0,,,1,False,False,,9026.558,9106.758,22.0,44.4,62.0,1018.4,0.5,30,False,Monaco,2024,Race
GAS,10,Alpine,42.0,79.977,21.083,37.313,21.581,199.0,179.0,256.0,275.0,MEDIUM,41.0,True,10.0,,,1,False,False,,9106.758,9186.735,21.9,44.7,61.0,1018.5,0.5,0,False,Monaco,2024,Race
GAS,10,Alpine,43.0,81.048,21.159,37.964,21.925,193.0,175.0,256.0,275.0,MEDIUM,42.0,True,10.0,,,1,False,False,,9186.735,9267.783,21.9,44.8,59.0,1018.5,0.9,0,False,Monaco,2024,Race
GAS,10,Alpine,44.0,80.621,21.328,37.58,21.713,189.0,175.0,257.0,275.0,MEDIUM,43.0,True,10.0,,,1,False,False,,9267.783,9348.404,22.0,44.5,58.0,1018.5,0.5,192,False,Monaco,2024,Race
GAS,10,Alpine,45.0,79.382,20.902,37.198,21.282,190.0,179.0,257.0,275.0,MEDIUM,44.0,True,10.0,,,1,False,False,,9348.404,9427.786,22.0,44.2,58.0,1018.5,0.8,206,False,Monaco,2024,Race
GAS,10,Alpine,46.0,79.97,21.139,37.499,21.332,192.0,177.0,257.0,275.0,MEDIUM,45.0,True,10.0,,,1,False,False,,9427.786,9507.756,21.9,44.5,57.0,1018.3,1.8,203,False,Monaco,2024,Race
GAS,10,Alpine,47.0,79.435,20.865,37.294,21.276,198.0,176.0,256.0,275.0,MEDIUM,46.0,True,10.0,,,1,False,False,,9507.756,9587.191,22.0,43.8,57.0,1018.5,0.7,205,False,Monaco,2024,Race
GAS,10,Alpine,48.0,79.865,20.925,37.454,21.486,196.0,181.0,257.0,275.0,MEDIUM,47.0,True,10.0,,,1,False,False,,9587.191,9667.056,22.0,43.8,58.0,1018.4,1.1,218,False,Monaco,2024,Race
GAS,10,Alpine,49.0,80.534,20.805,37.858,21.871,197.0,173.0,257.0,275.0,MEDIUM,48.0,True,10.0,,,1,False,False,,9667.056,9747.59,22.0,43.7,57.0,1018.4,1.7,0,False,Monaco,2024,Race
GAS,10,Alpine,50.0,81.023,21.029,37.509,22.485,189.0,173.0,236.0,275.0,MEDIUM,49.0,True,10.0,,,1,False,False,,9747.59,9828.613,21.9,43.7,58.0,1018.5,1.1,89,False,Monaco,2024,Race
GAS,10,Alpine,51.0,84.473,21.93,40.611,21.932,140.0,175.0,257.0,264.0,MEDIUM,50.0,True,10.0,,,1,False,False,,9828.613,9913.086,21.8,43.0,58.0,1018.6,0.7,200,False,Monaco,2024,Race
GAS,10,Alpine,52.0,79.743,21.148,37.157,21.438,193.0,180.0,258.0,278.0,MEDIUM,51.0,True,10.0,,,12,False,False,,9913.086,9992.829,21.8,43.2,57.0,1018.5,1.0,52,False,Monaco,2024,Race
GAS,10,Alpine,53.0,79.917,20.986,37.411,21.52,188.0,178.0,258.0,279.0,MEDIUM,52.0,True,10.0,,,1,False,False,,9992.829,10072.746,21.9,43.0,59.0,1018.6,1.1,228,False,Monaco,2024,Race
GAS,10,Alpine,54.0,79.091,20.968,36.845,21.278,189.0,178.0,258.0,279.0,MEDIUM,53.0,True,10.0,,,1,True,False,,10072.746,10151.837,21.9,42.8,59.0,1018.4,1.4,236,False,Monaco,2024,Race
GAS,10,Alpine,55.0,79.407,20.714,37.252,21.441,196.0,179.0,258.0,278.0,MEDIUM,54.0,True,10.0,,,1,False,False,,10151.837,10231.244,21.7,42.5,59.0,1018.4,1.1,0,False,Monaco,2024,Race
GAS,10,Alpine,56.0,79.704,20.991,37.282,21.431,194.0,178.0,258.0,278.0,MEDIUM,55.0,True,10.0,,,1,False,False,,10231.244,10310.948,21.6,42.2,60.0,1018.4,0.8,140,False,Monaco,2024,Race
GAS,10,Alpine,57.0,79.448,20.953,37.124,21.371,197.0,181.0,257.0,278.0,MEDIUM,56.0,True,10.0,,,1,False,False,,10310.948,10390.396,21.7,42.4,59.0,1018.5,0.6,0,False,Monaco,2024,Race
GAS,10,Alpine,58.0,79.097,20.943,36.982,21.172,197.0,178.0,257.0,277.0,MEDIUM,57.0,True,10.0,,,1,False,False,,10390.396,10469.493,21.8,42.2,60.0,1018.5,1.2,30,False,Monaco,2024,Race
GAS,10,Alpine,59.0,81.378,20.82,38.54,22.018,191.0,171.0,236.0,277.0,MEDIUM,58.0,True,10.0,,,1,False,False,,10469.493,10550.871,21.5,42.3,61.0,1018.5,0.5,284,False,Monaco,2024,Race
GAS,10,Alpine,60.0,80.237,21.558,37.268,21.411,189.0,177.0,259.0,279.0,MEDIUM,59.0,True,10.0,,,1,False,False,,10550.871,10631.108,21.6,42.3,60.0,1018.4,0.6,222,False,Monaco,2024,Race
GAS,10,Alpine,61.0,80.407,20.827,38.074,21.506,190.0,180.0,259.0,271.0,MEDIUM,60.0,True,10.0,,,1,False,False,,10631.108,10711.515,21.6,42.0,60.0,1018.4,0.9,241,False,Monaco,2024,Race
GAS,10,Alpine,62.0,78.469,20.628,36.697,21.144,191.0,180.0,258.0,279.0,MEDIUM,61.0,True,10.0,,,1,True,False,,10711.515,10789.984,22.0,42.0,60.0,1018.5,0.8,284,False,Monaco,2024,Race
GAS,10,Alpine,63.0,79.155,21.048,36.832,21.275,192.0,179.0,258.0,279.0,MEDIUM,62.0,True,10.0,,,1,False,False,,10789.984,10869.139,21.9,41.2,60.0,1018.3,0.8,47,False,Monaco,2024,Race
GAS,10,Alpine,64.0,78.868,20.752,36.818,21.298,192.0,181.0,259.0,278.0,MEDIUM,63.0,True,10.0,,,1,False,False,,10869.139,10948.007,21.9,42.0,60.0,1018.4,0.9,215,False,Monaco,2024,Race
GAS,10,Alpine,65.0,79.22,20.772,37.149,21.299,197.0,180.0,258.0,277.0,MEDIUM,64.0,True,10.0,,,1,False,False,,10948.007,11027.227,22.0,41.7,59.0,1018.3,1.7,325,False,Monaco,2024,Race
GAS,10,Alpine,66.0,78.726,20.602,36.831,21.293,200.0,181.0,258.0,276.0,MEDIUM,65.0,True,10.0,,,1,False,False,,11027.227,11105.953,22.0,41.6,60.0,1018.3,1.0,58,False,Monaco,2024,Race
GAS,10,Alpine,67.0,78.624,20.646,36.723,21.255,201.0,179.0,258.0,276.0,MEDIUM,66.0,True,10.0,,,1,False,False,,11105.953,11184.577,21.8,40.9,60.0,1018.4,0.7,14,False,Monaco,2024,Race
GAS,10,Alpine,68.0,78.545,20.684,36.715,21.146,201.0,182.0,258.0,276.0,MEDIUM,67.0,True,10.0,,,1,False,False,,11184.577,11263.122,21.7,41.1,61.0,1018.4,0.8,229,False,Monaco,2024,Race
GAS,10,Alpine,69.0,78.363,20.583,36.63,21.15,200.0,181.0,259.0,276.0,MEDIUM,68.0,True,10.0,,,1,True,False,,11263.122,11341.485,21.8,41.6,60.0,1018.4,1.0,209,False,Monaco,2024,Race
GAS,10,Alpine,70.0,77.799,20.552,36.322,20.925,200.0,182.0,259.0,277.0,MEDIUM,69.0,True,10.0,,,1,True,False,,11341.485,11419.284,21.7,41.1,60.0,1018.4,0.4,0,False,Monaco,2024,Race
GAS,10,Alpine,71.0,78.14,20.691,36.423,21.026,196.0,186.0,258.0,277.0,MEDIUM,70.0,True,10.0,,,1,False,False,,11419.284,11497.424,21.6,41.0,61.0,1018.4,0.7,58,False,Monaco,2024,Race
GAS,10,Alpine,72.0,78.382,20.616,36.713,21.053,199.0,187.0,258.0,277.0,MEDIUM,71.0,True,10.0,,,1,False,False,,11497.424,11575.806,21.6,40.5,61.0,1018.4,0.5,209,False,Monaco,2024,Race
GAS,10,Alpine,73.0,77.992,20.63,36.392,20.97,197.0,188.0,259.0,277.0,MEDIUM,72.0,True,10.0,,,1,False,False,,11575.806,11653.798,21.7,40.8,61.0,1018.4,1.1,293,False,Monaco,2024,Race
GAS,10,Alpine,74.0,76.689,20.111,35.963,20.615,204.0,189.0,259.0,278.0,MEDIUM,73.0,True,10.0,,,1,True,False,,11653.798,11730.487,21.7,40.8,61.0,1018.4,0.7,214,False,Monaco,2024,Race
GAS,10,Alpine,75.0,78.12,20.546,36.425,21.149,201.0,186.0,259.0,278.0,MEDIUM,74.0,True,10.0,,,1,False,False,,11730.487,11808.607,21.7,40.6,61.0,1018.4,0.9,224,False,Monaco,2024,Race
GAS,10,Alpine,76.0,77.516,20.297,36.111,21.108,205.0,187.0,259.0,278.0,MEDIUM,75.0,True,10.0,,,1,False,False,,11808.607,11886.123,21.8,40.9,61.0,1018.4,1.2,219,False,Monaco,2024,Race
GAS,10,Alpine,77.0,75.625,19.978,35.327,20.32,210.0,193.0,259.0,278.0,MEDIUM,76.0,True,10.0,,,1,True,False,,11886.123,11961.748,21.8,40.9,61.0,1018.4,0.8,284,False,Monaco,2024,Race
HAM,44,Mercedes,1.0,2483.804,,52.196,,159.0,69.0,,271.0,HARD,1.0,True,7.0,3415.473,,1254,False,False,,3305.68,5789.909,21.6,48.4,66.0,1018.9,0.9,0,False,Monaco,2024,Race
HAM,44,Mercedes,2.0,,25.236,38.084,89.492,186.0,181.0,92.0,253.0,MEDIUM,1.0,True,7.0,,5790.616,14,False,False,,5754.733,5942.569,21.5,49.3,64.0,1018.9,1.5,348,False,Monaco,2024,Race
HAM,44,Mercedes,3.0,87.058,24.951,39.492,22.615,160.0,174.0,254.0,271.0,MEDIUM,2.0,True,7.0,,,1,True,False,,5942.569,6029.627,21.6,48.6,66.0,1018.7,1.4,356,False,Monaco,2024,Race
HAM,44,Mercedes,4.0,83.376,21.827,38.943,22.606,172.0,178.0,256.0,269.0,MEDIUM,3.0,True,7.0,,,1,True,False,,6029.627,6113.003,21.7,49.2,63.0,1018.9,0.6,0,False,Monaco,2024,Race
HAM,44,Mercedes,5.0,83.64,22.289,38.824,22.527,173.0,176.0,254.0,269.0,MEDIUM,4.0,True,7.0,,,1,False,False,,6113.003,6196.643,21.7,48.8,63.0,1018.8,0.6,57,False,Monaco,2024,Race
HAM,44,Mercedes,6.0,83.369,21.938,38.711,22.72,189.0,171.0,255.0,276.0,MEDIUM,5.0,True,7.0,,,1,True,False,,6196.643,6280.012,21.6,48.2,64.0,1018.9,2.0,353,False,Monaco,2024,Race
HAM,44,Mercedes,7.0,81.463,21.905,37.709,21.849,185.0,184.0,256.0,277.0,MEDIUM,6.0,True,7.0,,,1,True,False,,6280.012,6361.475,21.8,48.7,64.0,1018.9,0.4,6,False,Monaco,2024,Race
HAM,44,Mercedes,8.0,81.612,21.571,38.073,21.968,189.0,180.0,255.0,272.0,MEDIUM,7.0,True,7.0,,,1,False,False,,6361.475,6443.087,21.8,48.0,64.0,1018.9,1.4,104,False,Monaco,2024,Race
HAM,44,Mercedes,9.0,81.851,21.875,37.949,22.027,182.0,176.0,256.0,276.0,MEDIUM,8.0,True,7.0,,,1,False,False,,6443.087,6524.938,21.9,47.9,63.0,1018.9,0.9,253,False,Monaco,2024,Race
HAM,44,Mercedes,10.0,81.437,21.623,37.776,22.038,189.0,178.0,258.0,272.0,MEDIUM,9.0,True,7.0,,,1,True,False,,6524.938,6606.375,22.1,47.4,65.0,1018.8,0.7,289,False,Monaco,2024,Race
HAM,44,Mercedes,11.0,81.325,21.667,37.807,21.851,185.0,178.0,257.0,272.0,MEDIUM,10.0,True,7.0,,,1,True,False,,6606.375,6687.7,22.1,47.9,63.0,1018.8,0.9,187,False,Monaco,2024,Race
HAM,44,Mercedes,12.0,81.164,21.592,37.746,21.826,184.0,182.0,258.0,273.0,MEDIUM,11.0,True,7.0,,,1,True,False,,6687.7,6768.864,22.3,47.3,63.0,1018.8,0.6,2,False,Monaco,2024,Race
HAM,44,Mercedes,13.0,80.171,21.429,37.188,21.554,190.0,185.0,257.0,271.0,MEDIUM,12.0,True,7.0,,,1,True,False,,6768.864,6849.035,22.1,47.2,64.0,1018.8,1.2,208,False,Monaco,2024,Race
HAM,44,Mercedes,14.0,80.126,21.116,37.471,21.539,184.0,181.0,258.0,273.0,MEDIUM,13.0,True,7.0,,,1,True,False,,6849.035,6929.161,22.0,47.1,62.0,1018.8,1.2,0,False,Monaco,2024,Race
HAM,44,Mercedes,15.0,79.971,21.169,37.268,21.534,189.0,185.0,258.0,272.0,MEDIUM,14.0,True,7.0,,,1,True,False,,6929.161,7009.132,22.0,47.1,62.0,1018.8,1.1,351,False,Monaco,2024,Race
HAM,44,Mercedes,16.0,80.384,21.278,37.545,21.561,185.0,183.0,258.0,276.0,MEDIUM,15.0,True,7.0,,,1,False,False,,7009.132,7089.516,22.0,46.0,64.0,1018.7,0.5,154,False,Monaco,2024,Race
HAM,44,Mercedes,17.0,79.738,20.869,37.534,21.335,188.0,185.0,258.0,271.0,MEDIUM,16.0,True,7.0,,,1,True,False,,7089.516,7169.254,21.8,46.1,64.0,1018.8,1.3,8,False,Monaco,2024,Race
HAM,44,Mercedes,18.0,80.037,21.24,37.431,21.366,190.0,186.0,258.0,272.0,MEDIUM,17.0,True,7.0,,,1,False,False,,7169.254,7249.291,21.7,47.2,63.0,1018.7,0.8,101,False,Monaco,2024,Race
HAM,44,Mercedes,19.0,79.874,21.105,37.383,21.386,190.0,176.0,258.0,274.0,MEDIUM,18.0,True,7.0,,,1,False,False,,7249.291,7329.165,21.8,46.7,61.0,1018.6,0.7,221,False,Monaco,2024,Race
HAM,44,Mercedes,20.0,80.504,21.334,37.659,21.511,180.0,180.0,258.0,273.0,MEDIUM,19.0,True,7.0,,,1,False,False,,7329.165,7409.669,21.9,46.6,61.0,1018.8,1.3,36,False,Monaco,2024,Race
HAM,44,Mercedes,21.0,79.76,21.219,37.123,21.418,193.0,183.0,259.0,272.0,MEDIUM,20.0,True,7.0,,,1,False,False,,7409.669,7489.429,21.9,45.8,64.0,1018.7,1.3,0,False,Monaco,2024,Race
HAM,44,Mercedes,22.0,80.59,21.728,37.543,21.319,186.0,186.0,258.0,269.0,MEDIUM,21.0,True,7.0,,,1,False,False,,7489.429,7570.019,21.8,45.9,65.0,1018.8,1.6,273,False,Monaco,2024,Race
HAM,44,Mercedes,23.0,79.089,21.281,36.887,20.921,194.0,187.0,259.0,269.0,MEDIUM,22.0,True,7.0,,,1,True,False,,7570.019,7649.108,21.8,45.9,65.0,1018.8,0.5,198,False,Monaco,2024,Race
HAM,44,Mercedes,24.0,78.785,20.85,36.635,21.3,196.0,187.0,259.0,272.0,MEDIUM,23.0,True,7.0,,,1,True,False,,7649.108,7727.893,21.8,46.3,64.0,1018.7,1.4,272,False,Monaco,2024,Race
HAM,44,Mercedes,25.0,79.342,21.045,36.894,21.403,188.0,181.0,258.0,273.0,MEDIUM,24.0,True,7.0,,,1,False,False,,7727.893,7807.235,21.7,45.7,63.0,1018.7,0.9,183,False,Monaco,2024,Race
HAM,44,Mercedes,26.0,79.862,21.531,37.064,21.267,193.0,185.0,258.0,275.0,MEDIUM,25.0,True,7.0,,,1,False,False,,7807.235,7887.097,21.7,45.7,62.0,1018.6,1.3,325,False,Monaco,2024,Race
HAM,44,Mercedes,27.0,78.549,20.906,36.554,21.089,197.0,186.0,258.0,273.0,MEDIUM,26.0,True,7.0,,,1,True,False,,7887.097,7965.646,21.9,46.0,63.0,1018.6,0.6,296,False,Monaco,2024,Race
HAM,44,Mercedes,28.0,78.587,21.112,36.631,20.844,192.0,188.0,259.0,275.0,MEDIUM,27.0,True,7.0,,,1,False,False,,7965.646,8044.233,21.9,46.0,62.0,1018.6,1.0,213,False,Monaco,2024,Race
HAM,44,Mercedes,29.0,78.94,21.157,36.794,20.989,193.0,189.0,259.0,276.0,MEDIUM,28.0,True,7.0,,,1,False,False,,8044.233,8123.173,22.0,45.6,63.0,1018.5,1.7,215,False,Monaco,2024,Race
HAM,44,Mercedes,30.0,78.371,20.782,36.586,21.003,192.0,189.0,258.0,276.0,MEDIUM,29.0,True,7.0,,,1,True,False,,8123.173,8201.544,22.0,45.9,62.0,1018.5,0.9,220,False,Monaco,2024,Race
HAM,44,Mercedes,31.0,78.471,21.051,36.534,20.886,196.0,191.0,258.0,276.0,MEDIUM,30.0,True,7.0,,,1,False,False,,8201.544,8280.015,22.1,45.5,61.0,1018.6,0.4,217,False,Monaco,2024,Race
HAM,44,Mercedes,32.0,78.618,20.974,36.599,21.045,194.0,183.0,259.0,275.0,MEDIUM,31.0,True,7.0,,,1,False,False,,8280.015,8358.633,22.0,45.5,61.0,1018.6,0.9,237,False,Monaco,2024,Race
HAM,44,Mercedes,33.0,78.746,20.94,36.588,21.218,190.0,186.0,259.0,274.0,MEDIUM,32.0,True,7.0,,,1,False,False,,8358.633,8437.379,21.9,45.6,62.0,1018.5,1.0,245,False,Monaco,2024,Race
HAM,44,Mercedes,34.0,78.86,21.143,36.668,21.049,192.0,191.0,259.0,274.0,MEDIUM,33.0,True,7.0,,,1,False,False,,8437.379,8516.239,22.0,45.9,61.0,1018.5,1.0,268,False,Monaco,2024,Race
HAM,44,Mercedes,35.0,79.518,21.181,36.979,21.358,183.0,184.0,260.0,275.0,MEDIUM,34.0,True,7.0,,,1,False,False,,8516.239,8595.757,22.0,45.1,62.0,1018.6,0.9,0,False,Monaco,2024,Race
HAM,44,Mercedes,36.0,80.648,21.922,37.249,21.477,189.0,181.0,259.0,275.0,MEDIUM,35.0,True,7.0,,,1,False,False,,8595.757,8676.405,21.9,44.5,65.0,1018.6,0.6,358,False,Monaco,2024,Race
HAM,44,Mercedes,37.0,78.605,21.01,36.681,20.914,188.0,189.0,261.0,277.0,MEDIUM,36.0,True,7.0,,,1,False,False,,8676.405,8755.01,21.7,44.4,63.0,1018.5,1.5,305,False,Monaco,2024,Race
HAM,44,Mercedes,38.0,80.514,21.508,37.283,21.723,184.0,183.0,259.0,272.0,MEDIUM,37.0,True,7.0,,,1,False,False,,8755.01,8835.524,21.8,44.5,63.0,1018.5,1.0,271,False,Monaco,2024,Race
HAM,44,Mercedes,39.0,78.943,20.953,36.947,21.043,191.0,188.0,260.0,275.0,MEDIUM,38.0,True,7.0,,,1,False,False,,8835.524,8914.467,21.8,44.8,62.0,1018.6,0.7,169,False,Monaco,2024,Race
HAM,44,Mercedes,40.0,78.673,20.94,36.732,21.001,196.0,187.0,259.0,275.0,MEDIUM,39.0,True,7.0,,,1,False,False,,8914.467,8993.14,21.9,44.4,61.0,1018.6,0.8,269,False,Monaco,2024,Race
HAM,44,Mercedes,41.0,78.946,21.003,36.721,21.222,193.0,186.0,259.0,275.0,MEDIUM,40.0,True,7.0,,,1,False,False,,8993.14,9072.086,22.0,44.4,60.0,1018.5,0.8,111,False,Monaco,2024,Race
HAM,44,Mercedes,42.0,77.542,20.703,36.11,20.729,201.0,193.0,259.0,276.0,MEDIUM,41.0,True,7.0,,,1,True,False,,9072.086,9149.628,22.0,44.4,62.0,1018.4,0.5,30,False,Monaco,2024,Race
HAM,44,Mercedes,43.0,77.867,20.754,36.418,20.695,198.0,193.0,260.0,276.0,MEDIUM,42.0,True,7.0,,,1,False,False,,9149.628,9227.495,21.9,44.8,59.0,1018.5,0.9,0,False,Monaco,2024,Race
HAM,44,Mercedes,44.0,78.225,20.803,36.511,20.911,198.0,192.0,259.0,275.0,MEDIUM,43.0,True,7.0,,,1,False,False,,9227.495,9305.72,21.9,44.8,59.0,1018.6,1.0,227,False,Monaco,2024,Race
HAM,44,Mercedes,45.0,78.156,20.583,36.597,20.976,196.0,186.0,260.0,275.0,MEDIUM,44.0,True,7.0,,,1,False,False,,9305.72,9383.876,22.0,44.5,58.0,1018.5,0.5,192,False,Monaco,2024,Race
HAM,44,Mercedes,46.0,78.104,20.745,36.466,20.893,197.0,192.0,260.0,277.0,MEDIUM,45.0,True,7.0,,,1,False,False,,9383.876,9461.98,22.0,44.2,58.0,1018.5,0.8,206,False,Monaco,2024,Race
HAM,44,Mercedes,47.0,78.331,20.748,36.783,20.8,189.0,191.0,259.0,276.0,MEDIUM,46.0,True,7.0,,,1,False,False,,9461.98,9540.311,22.0,44.5,58.0,1018.4,1.8,276,False,Monaco,2024,Race
HAM,44,Mercedes,48.0,77.831,20.802,36.424,20.605,196.0,190.0,262.0,280.0,MEDIUM,47.0,True,7.0,,,1,False,False,,9540.311,9618.142,22.0,43.8,57.0,1018.5,0.7,205,False,Monaco,2024,Race
HAM,44,Mercedes,49.0,77.398,20.468,36.146,20.784,200.0,190.0,263.0,282.0,MEDIUM,48.0,True,7.0,,,1,True,False,,9618.142,9695.54,22.0,43.8,58.0,1018.4,1.1,218,False,Monaco,2024,Race
HAM,44,Mercedes,50.0,78.461,20.737,36.831,20.893,186.0,191.0,261.0,280.0,MEDIUM,49.0,True,7.0,,,1,False,False,,9695.54,9774.001,21.9,43.7,58.0,1018.5,1.0,354,False,Monaco,2024,Race
HAM,44,Mercedes,51.0,95.209,21.037,36.5,37.672,194.0,190.0,,279.0,MEDIUM,50.0,True,7.0,9845.864,,1,False,False,,9774.001,9869.21,21.9,43.7,58.0,1018.5,1.1,89,False,Monaco,2024,Race
HAM,44,Mercedes,52.0,79.702,23.286,36.357,20.059,187.0,194.0,259.0,279.0,HARD,2.0,False,7.0,,9869.955,12,False,False,,9869.21,9948.912,21.8,43.2,57.0,1018.5,1.0,52,False,Monaco,2024,Race
HAM,44,Mercedes,53.0,76.458,20.151,35.889,20.418,197.0,192.0,262.0,283.0,HARD,3.0,False,7.0,,,1,True,False,,9948.912,10025.37,21.9,43.2,58.0,1018.5,0.8,321,False,Monaco,2024,Race
HAM,44,Mercedes,54.0,76.388,20.026,35.636,20.726,204.0,190.0,262.0,285.0,HARD,4.0,False,7.0,,,1,True,False,,10025.37,10101.758,21.9,43.0,59.0,1018.6,1.1,228,False,Monaco,2024,Race
HAM,44,Mercedes,55.0,76.492,20.727,35.648,20.117,195.0,195.0,261.0,281.0,HARD,5.0,False,7.0,,,1,False,False,,10101.758,10178.25,21.9,42.8,59.0,1018.4,1.4,236,False,Monaco,2024,Race
HAM,44,Mercedes,56.0,74.423,19.485,35.057,19.881,209.0,195.0,260.0,281.0,HARD,6.0,False,7.0,,,1,True,False,,10178.25,10252.673,21.7,42.4,60.0,1018.4,0.9,59,False,Monaco,2024,Race
HAM,44,Mercedes,57.0,77.857,20.896,36.389,20.572,187.0,188.0,262.0,280.0,HARD,7.0,False,7.0,,,1,False,False,,10252.673,10330.53,21.6,42.2,60.0,1018.4,0.8,140,False,Monaco,2024,Race
HAM,44,Mercedes,58.0,76.855,20.302,36.102,20.451,198.0,188.0,261.0,282.0,HARD,8.0,False,7.0,,,1,False,True,TRACK LIMITS AT TURN 10 LAP 58 ,10330.53,10407.385,21.7,42.4,59.0,1018.5,0.6,0,False,Monaco,2024,Race
HAM,44,Mercedes,59.0,74.204,19.662,34.842,19.7,213.0,199.0,261.0,280.0,HARD,9.0,False,7.0,,,1,True,False,,10407.385,10481.589,21.6,41.9,61.0,1018.4,1.1,9,False,Monaco,2024,Race
HAM,44,Mercedes,60.0,75.848,20.036,35.591,20.221,203.0,194.0,263.0,280.0,HARD,10.0,False,7.0,,,1,False,False,,10481.589,10557.437,21.5,42.3,61.0,1018.5,0.5,284,False,Monaco,2024,Race
HAM,44,Mercedes,61.0,75.274,19.975,35.321,19.978,206.0,197.0,263.0,282.0,HARD,11.0,False,7.0,,,1,False,False,,10557.437,10632.711,21.6,42.3,60.0,1018.4,0.6,222,False,Monaco,2024,Race
HAM,44,Mercedes,62.0,75.414,19.845,35.58,19.989,198.0,196.0,261.0,280.0,HARD,12.0,False,7.0,,,1,False,False,,10632.711,10708.125,21.6,42.0,60.0,1018.4,0.9,241,False,Monaco,2024,Race
HAM,44,Mercedes,63.0,74.165,19.548,34.854,19.763,210.0,199.0,261.0,282.0,HARD,13.0,False,7.0,,,1,True,False,,10708.125,10782.29,22.0,42.0,60.0,1018.5,0.8,284,False,Monaco,2024,Race
HAM,44,Mercedes,64.0,76.164,20.07,35.964,20.13,198.0,193.0,262.0,284.0,HARD,14.0,False,7.0,,,1,False,False,,10782.29,10858.454,21.9,41.2,60.0,1018.3,0.8,47,False,Monaco,2024,Race
HAM,44,Mercedes,65.0,75.19,19.749,35.463,19.978,204.0,193.0,263.0,282.0,HARD,15.0,False,7.0,,,1,False,False,,10858.454,10933.644,21.9,42.0,60.0,1018.4,0.9,215,False,Monaco,2024,Race
HAM,44,Mercedes,66.0,75.342,19.79,35.241,20.311,206.0,195.0,263.0,281.0,HARD,16.0,False,7.0,,,1,False,False,,10933.644,11008.986,21.9,41.7,59.0,1018.4,1.2,283,False,Monaco,2024,Race
HAM,44,Mercedes,67.0,76.117,20.133,35.744,20.24,196.0,193.0,262.0,283.0,HARD,17.0,False,7.0,,,1,False,False,,11008.986,11085.103,22.0,41.6,60.0,1018.3,1.0,58,False,Monaco,2024,Race
HAM,44,Mercedes,68.0,75.836,19.97,35.592,20.274,202.0,194.0,263.0,283.0,HARD,18.0,False,7.0,,,1,False,False,,11085.103,11160.939,21.8,40.9,60.0,1018.4,0.7,14,False,Monaco,2024,Race
